"dateTime","code","value"
"1969-10-31","NH3",0.23
"1970-03-18","NH3",0.2
"1974-10-11","NH3",0.02
"1974-11-07","NH3",0.02
"1974-12-05","NH3",0.02
"1975-01-09","NH3",0.06
"1975-02-14","NH3",0.05
"1975-03-11","NH3",0.04
"1975-04-04","NH3",0.02
"1975-05-06","NH3",0.03
"1975-07-16","NH3",0.1
"1975-07-24","NH3",0.02
"1975-08-13","NH3",0.02
"1975-09-09","NH3",0.02
"1975-10-02","NH3",0.02
"1975-11-17","NH3",0.02
"1975-12-18","NH3",0.09
"1976-01-22","NH3",0.04
"1976-02-24","NH3",0.07
"1976-03-25","NH3",0.09
"1976-04-05","NH3",0.04
"1976-04-13","NH3",0.02
"1976-08-14","NH3",0.02
"1978-01-13","NH3",0.07
"1978-02-13","NH3",0.16
"1978-03-06","NH3",0.14
"1978-04-25","NH3",0.08
"1978-05-08","NH3",0.08
"1978-06-05","NH3",0.02
"1978-07-12","NH3",0.02
"1978-08-15","NH3",0.17
"1978-09-14","NH3",0.02
"1978-10-23","NH3",0.02
"1978-11-13","NH3",0.02
"1978-12-12","NH3",0.03
"1979-01-08","NH3",0.06
"1979-02-08","NH3",0.03
"1979-03-06","NH3",0.19
"1979-04-02","NH3",0.06
"1979-05-07","NH3",0.03
"1979-06-11","NH3",0.05
"1979-07-20","NH3",0.02
"1979-08-06","NH3",0.02
"1979-09-07","NH3",0.02
"1979-10-01","NH3",0.05
"1979-11-02","NH3",0.04
"1979-12-19","NH3",0.07
"1980-01-07","NH3",0.06
"1980-02-04","NH3",0.12
"1980-03-11","NH3",0.2
"1980-04-10","NH3",0.06
"1980-05-09","NH3",0.04
"1980-06-10","NH3",0.09
"1980-07-07","NH3",0.03
"1980-08-04","NH3",0.09
"1980-09-03","NH3",0.02
"1980-10-17","NH3",0.04
"1980-11-13","NH3",0.03
"1980-12-01","NH3",0.03
"1981-01-12","NH3",0.21
"1981-02-03","NH3",0.05
"1981-03-13","NH3",0.16
"1981-04-20","NH3",0.04
"1981-05-04","NH3",0.08
"1981-06-01","NH3",0.11
"1981-07-08","NH3",0.17
"1981-08-06","NH3",0.22
"1981-09-03","NH3",0.1
"1981-10-09","NH3",0.07
"1981-12-07","NH3",0.06
"1982-02-17","NH3",0.23
"1982-04-09","NH3",0.1
"1982-06-10","NH3",0.15
"1982-08-05","NH3",0.13
"1982-10-07","NH3",0.16
"1982-12-11","NH3",0.05
"1983-01-25","NH3",0.14
"1983-04-26","NH3",0.09
"1983-06-22","NH3",0.09
"1983-08-15","NH3",0.04
"1983-10-03","NH3",0.08
"1983-12-06","NH3",0.09
"1984-02-14","NH3",0.18
"1984-04-16","NH3",0.05
"1984-06-26","NH3",0.32
"1984-08-21","NH3",0.06
"1984-10-15","NH3",0.03
"1984-12-03","NH3",0.02
"1985-02-13","NH3",0.13
"1985-04-11","NH3",0.04
"1985-06-06","NH3",0.02
"1985-08-13","NH3",0.03
"1985-10-01","NH3",0.04
"1985-12-03","NH3",0.05
"1986-02-18","NH3",0.09
"1986-04-15","NH3",0.03
"1986-06-16","NH3",0.03
"1986-08-12","NH3",0.09
"1986-11-18","NH3",0.03
"1986-12-08","NH3",0.02
"1987-02-09","NH3",0.07
"1987-06-09","NH3",0.02
"1987-08-13","NH3",0.02
"1987-10-20","NH3",0.03
"1987-12-02","NH3",0.02
"1988-02-22","NH3",0.07
"1988-04-05","NH3",0.03
"1988-06-09","NH3",0.07
"1988-08-02","NH3",0.04
"1988-10-12","NH3",0.05
"1988-12-22","NH3",0.08
"1989-02-15","NH3",0.041
"1989-03-30","NH3",0.05
"1989-06-26","NH3",0.02
"1989-08-08","NH3",0.03
"1989-10-06","NH3",0.02
"1990-02-20","NH3",0.03
"1990-04-17","NH3",0.02
"1990-06-25","NH3",0.02
"1990-08-14","NH3",0.03
"1990-10-30","NH3",0.02
"1990-12-12","NH3",0.04
"1991-02-25","NH3",0.04
"1991-04-02","NH3",0.02
"1991-05-06","NH3",0.02
"1991-06-17","NH3",0.02
"1991-07-23","NH3",0.02
"1991-09-23","NH3",0.03
"1991-11-05","NH3",0.045
"1991-11-19","NH3",0.06
"1991-12-10","NH3",0.05
"1992-01-28","NH3",0.04
"1992-02-26","NH3",0.05
"1992-03-25","NH3",0.02
"1992-05-14","NH3",0.035
"1992-05-26","NH3",0.03
"1992-06-17","NH3",0.025
"1992-07-15","NH3",0.035
"1992-08-18","NH3",0.03
"1992-09-15","NH3",0.03
"1992-10-14","NH3",0.03
"1992-11-17","NH3",0.05
"1992-12-15","NH3",0.03
"1993-01-26","NH3",0.06
"1993-03-03","NH3",0.04
"1993-04-20","NH3",0.02
"1993-05-24","NH3",0.04
"1993-06-22","NH3",0.03
"1993-07-28","NH3",0.02
"1993-08-23","NH3",0.03
"1993-09-20","NH3",0.03
"1993-11-08","NH3",0.03
"1994-01-24","NH3",0.06
"1994-03-14","NH3",0.06
"1994-06-28","NH3",0.03
"1994-08-30","NH3",0.03
"1994-10-20","NH3",0.02
"1995-01-23","NH3",0.04
"1995-02-21","NH3",0.04
"1995-04-24","NH3",0.02
"1995-06-14","NH3",0.02
"1995-08-07","NH3",0.02
"1995-10-12","NH3",0.02
"1995-10-17","NH3",0.02
"1995-12-06","NH3",0.03
"1996-02-07","NH3",0.09
"1996-03-27","NH3",0.04
"1996-04-16","NH3",0.02
"1996-05-01","NH3",0.02
"1996-05-17","NH3",0.02
"1996-05-31","NH3",0.03
"1996-06-11","NH3",0.02
"1996-06-21","NH3",0.03
"1996-06-25","NH3",0.025
"1996-07-23","NH3",0.025
"1996-09-03","NH3",0.02
"1996-09-17","NH3",0.02
"1996-11-25","NH3",0.02
"1997-01-15","NH3",0.03
"1997-02-03","NH3",0.04
"1997-02-20","NH3",0.043
"1997-03-14","NH3",0.03
"1997-03-26","NH3",0.02
"1997-04-08","NH3",0.0225
"1997-04-24","NH3",0.02
"1997-05-06","NH3",0.02
"1997-06-09","NH3",0.02
"1997-06-19","NH3",0.02
"1997-07-09","NH3",0.02
"1997-08-04","NH3",0.02
"1997-08-26","NH3",0.02
"1997-09-23","NH3",0.02
"1997-11-17","NH3",0.02
"1997-12-16","NH3",0.02
"1998-01-28","NH3",0.027
"1998-02-27","NH3",0.032
"1998-03-18","NH3",0.028
"1998-03-28","NH3",0.02
"1998-04-30","NH3",0.035
"1998-05-13","NH3",0.032
"1998-05-28","NH3",0.02
"1998-06-09","NH3",0.043
"1998-06-25","NH3",0.029
"1998-07-09","NH3",0.039
"1998-07-30","NH3",0.029
"1998-08-19","NH3",0.067
"1998-09-28","NH3",0.02
"1998-11-18","NH3",0.02
"1998-12-08","NH3",0.04
"1999-01-12","NH3",0.08
"1999-02-10","NH3",0.025
"1999-03-15","NH3",0.029
"1999-03-30","NH3",0.0305
"1999-04-19","NH3",0.02
"1999-04-28","NH3",0.025
"1999-05-06","NH3",0.037
"1999-05-26","NH3",0.02
"1999-06-10","NH3",0.02
"1999-06-24","NH3",0.028
"1999-07-21","NH3",0.02
"1999-08-05","NH3",0.02
"1999-09-14","NH3",0.02
"1999-11-11","NH3",0.02
"1999-12-01","NH3",0.0365
"2000-01-27","NH3",0.058
"2000-02-17","NH3",0.083
"2000-03-14","NH3",0.02
"2000-03-29","NH3",0.02
"2000-04-12","NH3",0.023
"2000-05-10","NH3",0.02
"2000-05-23","NH3",0.02
"2000-06-06","NH3",0.02
"2000-06-23","NH3",0.02
"2000-07-18","NH3",0.02
"2000-08-25","NH3",0.02
"2000-09-21","NH3",0.02
"2000-11-28","NH3",0.029
"2000-12-14","NH3",0.021
"2001-01-24","NH3",0.147
"2001-02-27","NH3",0.069
"2001-03-14","NH3",0.0325
"2001-04-02","NH3",0.021
"2001-04-16","NH3",0.021
"2001-04-23","NH3",0.021
"2001-05-07","NH3",0.021
"2001-05-21","NH3",0.021
"2001-06-25","NH3",0.1875
"2001-07-10","NH3",0.021
"2001-07-18","NH3",0.021
"2001-08-27","NH3",0.021
"2001-09-19","NH3",0.021
"2001-10-30","NH3",0.021
"2001-12-18","NH3",0.021
"2002-01-22","NH3",0.053
"2002-02-04","NH3",0.0295
"2002-02-18","NH3",0.033
"2002-03-13","NH3",0.028
"2002-03-25","NH3",0.023
"2002-04-10","NH3",0.021
"2002-04-22","NH3",0.021
"2002-05-07","NH3",0.021
"2002-05-28","NH3",0.021
"2002-08-05","NH3",0.021
"2002-08-19","NH3",0.021
"2002-09-09","NH3",0.021
"2002-11-12","NH3",0.021
"2003-01-14","NH3",0.021
"2003-01-28","NH3",0.0275
"2003-02-12","NH3",0.025
"2003-02-24","NH3",0.037
"2003-03-10","NH3",0.033
"2003-03-24","NH3",0.024
"2003-04-15","NH3",0.021
"2003-04-29","NH3",0.021
"2003-05-12","NH3",0.021
"2003-05-27","NH3",0.021
"2003-06-16","NH3",0.021
"2003-07-14","NH3",0.021
"2003-08-12","NH3",0.021
"2003-09-23","NH3",0.021
"2003-10-27","NH3",0.02
"2003-12-09","NH3",0.02
"2004-01-13","NH3",0.02
"2004-01-29","NH3",0.02
"2004-02-17","NH3",0.03
"2004-03-02","NH3",0.036
"2004-03-16","NH3",0.02
"2004-03-30","NH3",0.02
"2004-05-06","NH3",0.031
"2004-05-18","NH3",0.02
"2004-06-08","NH3",0.02
"2004-06-22","NH3",0.02
"2004-07-20","NH3",0.02
"2004-08-17","NH3",0.02
"2004-09-14","NH3",0.02
"2004-10-26","NH3",0.02
"2004-11-16","NH3",0.02
"2004-12-21","NH3",0.02
"2005-02-02","NH3",0.025
"2005-03-22","NH3",0.02
"2005-04-13","NH3",0.02
"2005-04-27","NH3",0.02
"2005-05-10","NH3",0.02
"2005-05-24","NH3",0.02
"2005-06-14","NH3",0.02
"2005-06-28","NH3",0.02
"2005-07-12","NH3",0.02
"2005-08-10","NH3",0.02
"2005-09-07","NH3",0.02
"2005-10-11","NH3",0.02
"2005-11-16","NH3",0.02
"2006-01-10","NH3",0.04
"2006-02-14","NH3",0.02
"2006-03-15","NH3",0.04
"2006-04-05","NH3",0.02
"2006-04-18","NH3",0.02
"2006-05-09","NH3",0.02
"2006-05-31","NH3",0.005
"2006-06-14","NH3",0.01
"2006-06-26","NH3",0.008
"2006-07-17","NH3",0.005
"2006-08-21","NH3",0.005
"2006-09-19","NH3",0.009
"2006-10-18","NH3",0.01
"2006-11-13","NH3",0.01
"2007-01-23","NH3",0.018
"2007-02-26","NH3",0.051
"2007-03-19","NH3",0.028
"2007-04-02","NH3",0.01
"2007-04-16","NH3",0.01
"2007-04-30","NH3",0.01
"2007-05-14","NH3",0.01
"2007-06-11","NH3",0.01
"2007-06-27","NH3",0.01
"2007-07-25","NH3",0.01
"2007-08-13","NH3",0.01
"2007-08-29","NH3",0.01
"2007-11-07","NH3",0.01
"2007-12-11","NH3",0.015
"2008-02-11","NH3",0.03
"2008-03-10","NH3",0.077
"2008-04-07","NH3",0.033
"2008-04-21","NH3",0.014
"2008-05-05","NH3",0.012
"2008-05-27","NH3",0.01
"2008-06-09","NH3",0.01
"2008-06-23","NH3",0.01
"2008-07-08","NH3",0.01
"2008-08-18","NH3",0.01
"2008-10-20","NH3",0.01
"2008-11-17","NH3",0.01
"2009-01-19","NH3",0.03633
"2009-02-03","NH3",0.01209
"2009-03-02","NH3",0.03981
"2009-04-06","NH3",0.01671
"2009-04-23","NH3",0.01
"2009-05-04","NH3",0.01
"2009-05-20","NH3",0.01
"2009-06-01","NH3",0.01031
"2009-06-18","NH3",0.01
"2009-08-13","NH3",0.01
"2009-10-08","NH3",0.01
"2009-12-02","NH3",0.01
"2010-01-12","NH3",0.03521
"2010-02-16","NH3",0.02286
"2010-02-23","NH3",0.019245
"2010-03-11","NH3",0.01
"2010-03-22","NH3",0.0175
"2010-04-07","NH3",0.01
"2010-04-21","NH3",0.01
"2010-05-05","NH3",0.01
"2010-05-19","NH3",0.01
"2010-06-02","NH3",0.01
"2010-06-16","NH3",0.01
"2010-08-11","NH3",0.01
"2010-10-27","NH3",0.01
"2010-12-08","NH3",0.02298
"2011-01-10","NH3",0.05484
"2011-02-09","NH3",0.03715
"2011-02-22","NH3",0.0376
"2011-03-08","NH3",0.04861
"2011-03-21","NH3",0.02029
"2011-04-06","NH3",0.01073
"2011-04-20","NH3",0.01073
"2011-05-09","NH3",0.02176
"2011-05-16","NH3",0.01862
"2011-05-23","NH3",0.01029
"2011-05-30","NH3",0.01319
"2011-06-06","NH3",0.0175
"2011-06-13","NH3",0.01
"2011-06-20","NH3",0.01
"2011-06-27","NH3",0.01
"2011-07-11","NH3",0.01
"2011-07-25","NH3",0.01
"2011-08-22","NH3",0.01522
"2011-10-24","NH3",0.01548
"2011-12-06","NH3",0.01044
"2012-01-17","NH3",0.01262
"2012-02-06","NH3",0.02325
"2012-02-22","NH3",0.02136
"2012-03-05","NH3",0.01506
"2012-03-19","NH3",0.01082
"2012-04-02","NH3",0.01
"2012-04-16","NH3",0.01281
"2012-04-30","NH3",0.01
"2012-05-14","NH3",0.01
"2012-06-11","NH3",0.01
"2012-06-25","NH3",0.01
"2012-08-06","NH3",0.01
"2012-10-22","NH3",0.01
"2012-12-03","NH3",0.01
"2013-01-15","NH3",0.029
"2013-02-05","NH3",0.046
"2013-02-18","NH3",0.025
"2013-03-04","NH3",0.032
"2013-03-18","NH3",0.022
"2013-04-08","NH3",0.029
"2013-04-22","NH3",0.01
"2013-05-06","NH3",0.01
"2013-05-20","NH3",0.0124
"2013-06-03","NH3",0.01
"2013-06-17","NH3",0.01
"2013-07-15","NH3",0.01
"2013-07-30","NH3",0.01059
"2013-08-19","NH3",0.01
"2013-11-12","NH3",0.01
"2013-12-03","NH3",0.01875
"2014-01-16","NH3",0.02568
"2014-02-03","NH3",0.03771
"2014-02-18","NH3",0.04382
"2014-03-05","NH3",0.05596
"2014-03-17","NH3",0.05754
"2014-04-07","NH3",0.03714
"2014-04-21","NH3",0.01
"2014-05-05","NH3",0.01074
"2014-05-19","NH3",0.01
"2014-06-04","NH3",0.01
"2014-06-16","NH3",0.01
"2014-07-07","NH3",0.01
"2014-07-28","NH3",0.01
"2014-08-18","NH3",0.01
"2014-10-20","NH3",0.01
"2014-12-08","NH3",0.02835
"2015-01-12","NH3",0.0351
"2015-02-24","NH3",0.01947
"2015-03-09","NH3",0.03934
"2015-03-23","NH3",0.03324
"2015-04-06","NH3",0.01326
"2015-04-20","NH3",0.01
"2015-05-07","NH3",0.01
"2015-05-18","NH3",0.01
"2015-06-01","NH3",0.01
"2015-06-15","NH3",0.01
"2015-06-29","NH3",0.01
"2015-07-13","NH3",0.01
"2015-08-10","NH3",0.01
"2015-10-05","NH3",0.01
"2015-12-07","NH3",0.01232
"2016-01-11","NH3",0.02523
"2016-02-03","NH3",0.02677
"2016-02-25","NH3",0.02077
"2016-03-07","NH3",0.01837
"2016-03-21","NH3",0.01558
"2016-04-04","NH3",0.01
"2016-04-18","NH3",0.01
"2016-05-02","NH3",0.01124
"2016-05-23","NH3",0.01
"2016-06-06","NH3",0.01
"2016-06-20","NH3",0.0118
"2016-07-11","NH3",0.01
"2016-07-25","NH3",0.01
"2016-08-22","NH3",0.01329
"2016-10-20","NH3",0.01
"2016-12-12","NH3",0.04
"2017-01-23","NH3",0.02
"2017-02-13","NH3",0.02
"2017-02-28","NH3",0.01
"2017-03-13","NH3",0.01
"2017-03-27","NH3",0.01525
"2017-04-10","NH3",0.01
"2017-04-24","NH3",0.01
"2017-05-08","NH3",0.01
"2017-05-25","NH3",0.01
"2017-06-08","NH3",0.01
"2017-06-19","NH3",0.01
"2017-07-10","NH3",0.01
"2017-07-25","NH3",0.01
"2017-08-14","NH3",0.01
"2017-10-16","NH3",0.01
"2017-12-14","NH3",0.01
"2018-01-23","NH3",0.06929
"2018-02-08","NH3",0.05297
"2018-03-01","NH3",0.01815
"2018-03-12","NH3",0.0206
"2018-03-26","NH3",0.01534
"2018-04-09","NH3",0.01515
"2018-04-23","NH3",0.01836
"2018-05-07","NH3",0.01229
"2018-05-21","NH3",0.01
"2018-06-04","NH3",0.01
"2018-06-21","NH3",0.01
"2018-07-09","NH3",0.01
"2018-07-23","NH3",0.01
"2018-08-13","NH3",0.01
